NIR_No,Rows,year,test,loc,cross,plant_no,color,bar_code
NIR-08599,40,2021,LU 6,PLY,32,N18-1111,1,2021_PLY_LU 6_32_N18-1111_1_NIR-08599
NIR-08598,91,2021,LU 6,PLY,31,N18-1162,3,2021_PLY_LU 6_31_N18-1162_3_NIR-08598
NIR-08597,71,2021,LU 6,PLY,31,N18-1162,2,2021_PLY_LU 6_31_N18-1162_2_NIR-08597
NIR-08596,27,2021,LU 6,PLY,31,N18-1162,1,2021_PLY_LU 6_31_N18-1162_1_NIR-08596
NIR-08595,112,2021,LU 6,PLY,30,N18-917,3,2021_PLY_LU 6_30_N18-917_3_NIR-08595
NIR-08594,79,2021,LU 6,PLY,30,N18-917,2,2021_PLY_LU 6_30_N18-917_2_NIR-08594
NIR-08593,35,2021,LU 6,PLY,30,N18-917,1,2021_PLY_LU 6_30_N18-917_1_NIR-08593
NIR-08592,104,2021,LU 6,PLY,29,N18-1523,3,2021_PLY_LU 6_29_N18-1523_3_NIR-08592
NIR-08591,65,2021,LU 6,PLY,29,N18-1523,2,2021_PLY_LU 6_29_N18-1523_2_NIR-08591
NIR-08590,13,2021,LU 6,PLY,29,N18-1523,1,2021_PLY_LU 6_29_N18-1523_1_NIR-08590
NIR-08589,92,2021,LU 6,PLY,28,N18-919,3,2021_PLY_LU 6_28_N18-919_3_NIR-08589
NIR-08588,62,2021,LU 6,PLY,28,N18-919,2,2021_PLY_LU 6_28_N18-919_2_NIR-08588
NIR-08587,25,2021,LU 6,PLY,28,N18-919,1,2021_PLY_LU 6_28_N18-919_1_NIR-08587
NIR-08586,86,2021,LU 6,PLY,27,N18-1415,3,2021_PLY_LU 6_27_N18-1415_3_NIR-08586
NIR-08585,54,2021,LU 6,PLY,27,N18-1415,2,2021_PLY_LU 6_27_N18-1415_2_NIR-08585
NIR-08584,36,2021,LU 6,PLY,27,N18-1415,1,2021_PLY_LU 6_27_N18-1415_1_NIR-08584
NIR-08583,100,2021,LU 6,PLY,26,N18-960,3,2021_PLY_LU 6_26_N18-960_3_NIR-08583
NIR-08582,73,2021,LU 6,PLY,26,N18-960,2,2021_PLY_LU 6_26_N18-960_2_NIR-08582
NIR-08581,5,2021,LU 6,PLY,26,N18-960,1,2021_PLY_LU 6_26_N18-960_1_NIR-08581
NIR-08580,96,2021,LU 6,PLY,25,N18-941,3,2021_PLY_LU 6_25_N18-941_3_NIR-08580
NIR-08579,78,2021,LU 6,PLY,25,N18-941,2,2021_PLY_LU 6_25_N18-941_2_NIR-08579
NIR-08578,38,2021,LU 6,PLY,25,N18-941,1,2021_PLY_LU 6_25_N18-941_1_NIR-08578
NIR-08577,93,2021,LU 6,PLY,24,N18-525,3,2021_PLY_LU 6_24_N18-525_3_NIR-08577
NIR-08576,61,2021,LU 6,PLY,24,N18-525,2,2021_PLY_LU 6_24_N18-525_2_NIR-08576
NIR-08575,33,2021,LU 6,PLY,24,N18-525,1,2021_PLY_LU 6_24_N18-525_1_NIR-08575
NIR-08574,102,2021,LU 6,PLY,23,N18-763,3,2021_PLY_LU 6_23_N18-763_3_NIR-08574
NIR-08573,75,2021,LU 6,PLY,23,N18-763,2,2021_PLY_LU 6_23_N18-763_2_NIR-08573
NIR-08572,12,2021,LU 6,PLY,23,N18-763,1,2021_PLY_LU 6_23_N18-763_1_NIR-08572
NIR-08571,89,2021,LU 6,PLY,22,N18-742,3,2021_PLY_LU 6_22_N18-742_3_NIR-08571
NIR-08570,76,2021,LU 6,PLY,22,N18-742,2,2021_PLY_LU 6_22_N18-742_2_NIR-08570
NIR-08569,39,2021,LU 6,PLY,22,N18-742,1,2021_PLY_LU 6_22_N18-742_1_NIR-08569
NIR-08568,107,2021,LU 6,PLY,21,N18-685,3,2021_PLY_LU 6_21_N18-685_3_NIR-08568
NIR-08567,66,2021,LU 6,PLY,21,N18-685,2,2021_PLY_LU 6_21_N18-685_2_NIR-08567
NIR-08566,19,2021,LU 6,PLY,21,N18-685,1,2021_PLY_LU 6_21_N18-685_1_NIR-08566
NIR-08565,108,2021,LU 6,PLY,20,N18-719,3,2021_PLY_LU 6_20_N18-719_3_NIR-08565
NIR-08564,59,2021,LU 6,PLY,20,N18-719,2,2021_PLY_LU 6_20_N18-719_2_NIR-08564
NIR-08563,29,2021,LU 6,PLY,20,N18-719,1,2021_PLY_LU 6_20_N18-719_1_NIR-08563
NIR-08562,99,2021,LU 6,PLY,19,N18-947,3,2021_PLY_LU 6_19_N18-947_3_NIR-08562
NIR-08561,49,2021,LU 6,PLY,19,N18-947,2,2021_PLY_LU 6_19_N18-947_2_NIR-08561
NIR-08560,20,2021,LU 6,PLY,19,N18-947,1,2021_PLY_LU 6_19_N18-947_1_NIR-08560
NIR-08559,116,2021,LU 6,PLY,18,N18-943,3,2021_PLY_LU 6_18_N18-943_3_NIR-08559
NIR-08558,43,2021,LU 6,PLY,18,N18-943,2,2021_PLY_LU 6_18_N18-943_2_NIR-08558
NIR-08557,16,2021,LU 6,PLY,18,N18-943,1,2021_PLY_LU 6_18_N18-943_1_NIR-08557
NIR-08556,111,2021,LU 6,PLY,17,N16-559,3,2021_PLY_LU 6_17_N16-559_3_NIR-08556
NIR-08555,67,2021,LU 6,PLY,17,N16-559,2,2021_PLY_LU 6_17_N16-559_2_NIR-08555
NIR-08554,31,2021,LU 6,PLY,17,N16-559,1,2021_PLY_LU 6_17_N16-559_1_NIR-08554
NIR-08553,103,2021,LU 6,PLY,16,N17-2450,3,2021_PLY_LU 6_16_N17-2450_3_NIR-08553
NIR-08552,56,2021,LU 6,PLY,16,N17-2450,2,2021_PLY_LU 6_16_N17-2450_2_NIR-08552
NIR-08551,10,2021,LU 6,PLY,16,N17-2450,1,2021_PLY_LU 6_16_N17-2450_1_NIR-08551
NIR-08550,97,2021,LU 6,PLY,15,N17-2422,3,2021_PLY_LU 6_15_N17-2422_3_NIR-08550
NIR-08549,42,2021,LU 6,PLY,15,N17-2422,2,2021_PLY_LU 6_15_N17-2422_2_NIR-08549
NIR-08548,32,2021,LU 6,PLY,15,N17-2422,1,2021_PLY_LU 6_15_N17-2422_1_NIR-08548
NIR-08547,85,2021,LU 6,PLY,14,N17-2078,3,2021_PLY_LU 6_14_N17-2078_3_NIR-08547
NIR-08546,51,2021,LU 6,PLY,14,N17-2078,2,2021_PLY_LU 6_14_N17-2078_2_NIR-08546
NIR-08545,15,2021,LU 6,PLY,14,N17-2078,1,2021_PLY_LU 6_14_N17-2078_1_NIR-08545
NIR-08544,101,2021,LU 6,PLY,13,N17-2074,3,2021_PLY_LU 6_13_N17-2074_3_NIR-08544
NIR-08543,74,2021,LU 6,PLY,13,N17-2074,2,2021_PLY_LU 6_13_N17-2074_2_NIR-08543
NIR-08542,28,2021,LU 6,PLY,13,N17-2074,1,2021_PLY_LU 6_13_N17-2074_1_NIR-08542
NIR-08541,114,2021,LU 6,PLY,12,N17-2004,3,2021_PLY_LU 6_12_N17-2004_3_NIR-08541
NIR-08540,69,2021,LU 6,PLY,12,N17-2004,2,2021_PLY_LU 6_12_N17-2004_2_NIR-08540
NIR-08539,2,2021,LU 6,PLY,12,N17-2004,1,2021_PLY_LU 6_12_N17-2004_1_NIR-08539
NIR-08538,84,2021,LU 6,PLY,11,N17-1508,3,2021_PLY_LU 6_11_N17-1508_3_NIR-08538
NIR-08537,41,2021,LU 6,PLY,11,N17-1508,2,2021_PLY_LU 6_11_N17-1508_2_NIR-08537
NIR-08536,4,2021,LU 6,PLY,11,N17-1508,1,2021_PLY_LU 6_11_N17-1508_1_NIR-08536
NIR-08535,113,2021,LU 6,PLY,10,N17-1495,3,2021_PLY_LU 6_10_N17-1495_3_NIR-08535
NIR-08534,48,2021,LU 6,PLY,10,N17-1495,2,2021_PLY_LU 6_10_N17-1495_2_NIR-08534
NIR-08533,9,2021,LU 6,PLY,10,N17-1495,1,2021_PLY_LU 6_10_N17-1495_1_NIR-08533
NIR-08532,94,2021,LU 6,PLY,9,N17-2599,3,2021_PLY_LU 6_9_N17-2599_3_NIR-08532
NIR-08531,68,2021,LU 6,PLY,9,N17-2599,2,2021_PLY_LU 6_9_N17-2599_2_NIR-08531
NIR-08530,11,2021,LU 6,PLY,9,N17-2599,1,2021_PLY_LU 6_9_N17-2599_1_NIR-08530
NIR-08529,105,2021,LU 6,PLY,8,N17-2535,3,2021_PLY_LU 6_8_N17-2535_3_NIR-08529
NIR-08528,72,2021,LU 6,PLY,8,N17-2535,2,2021_PLY_LU 6_8_N17-2535_2_NIR-08528
NIR-08527,30,2021,LU 6,PLY,8,N17-2535,1,2021_PLY_LU 6_8_N17-2535_1_NIR-08527
NIR-08526,119,2021,LU 6,PLY,7,N17-2520,3,2021_PLY_LU 6_7_N17-2520_3_NIR-08526
NIR-08525,77,2021,LU 6,PLY,7,N17-2520,2,2021_PLY_LU 6_7_N17-2520_2_NIR-08525
NIR-08524,23,2021,LU 6,PLY,7,N17-2520,1,2021_PLY_LU 6_7_N17-2520_1_NIR-08524
NIR-08523,118,2021,LU 6,PLY,6,N17-2477,3,2021_PLY_LU 6_6_N17-2477_3_NIR-08523
NIR-08522,58,2021,LU 6,PLY,6,N17-2477,2,2021_PLY_LU 6_6_N17-2477_2_NIR-08522
NIR-08521,24,2021,LU 6,PLY,6,N17-2477,1,2021_PLY_LU 6_6_N17-2477_1_NIR-08521
NIR-08520,109,2021,LU 6,PLY,5,N17-2341,3,2021_PLY_LU 6_5_N17-2341_3_NIR-08520
NIR-08519,80,2021,LU 6,PLY,5,N17-2341,2,2021_PLY_LU 6_5_N17-2341_2_NIR-08519
NIR-08518,21,2021,LU 6,PLY,5,N17-2341,1,2021_PLY_LU 6_5_N17-2341_1_NIR-08518
NIR-08517,110,2021,LU 6,PLY,4,N17-2050,3,2021_PLY_LU 6_4_N17-2050_3_NIR-08517
NIR-08516,44,2021,LU 6,PLY,4,N17-2050,2,2021_PLY_LU 6_4_N17-2050_2_NIR-08516
NIR-08515,22,2021,LU 6,PLY,4,N17-2050,1,2021_PLY_LU 6_4_N17-2050_1_NIR-08515
NIR-08514,115,2021,LU 6,PLY,3,N17-1791,3,2021_PLY_LU 6_3_N17-1791_3_NIR-08514
NIR-08513,64,2021,LU 6,PLY,3,N17-1791,2,2021_PLY_LU 6_3_N17-1791_2_NIR-08513
NIR-08512,26,2021,LU 6,PLY,3,N17-1791,1,2021_PLY_LU 6_3_N17-1791_1_NIR-08512
NIR-08511,95,2021,LU 6,PLY,2,N17-1490,3,2021_PLY_LU 6_2_N17-1490_3_NIR-08511
NIR-08510,63,2021,LU 6,PLY,2,N17-1490,2,2021_PLY_LU 6_2_N17-1490_2_NIR-08510
NIR-08509,7,2021,LU 6,PLY,2,N17-1490,1,2021_PLY_LU 6_2_N17-1490_1_NIR-08509
NIR-08508,106,2021,LU 6,PLY,1,N17-1350,3,2021_PLY_LU 6_1_N17-1350_3_NIR-08508
NIR-08507,55,2021,LU 6,PLY,1,N17-1350,2,2021_PLY_LU 6_1_N17-1350_2_NIR-08507
NIR-08506,34,2021,LU 6,PLY,1,N17-1350,1,2021_PLY_LU 6_1_N17-1350_1_NIR-08506
NIR-08705,58,2021,LU 6 Early-21,CAS,40,USDA-N6005,2,2021_CAS_LU 6 Early-21_40_USDA-N6005_2_NIR-08705
NIR-08704,24,2021,LU 6 Early-21,CAS,40,USDA-N6005,1,2021_CAS_LU 6 Early-21_40_USDA-N6005_1_NIR-08704
NIR-08703,55,2021,LU 6 Early-21,CAS,39,NC-Roy,2,2021_CAS_LU 6 Early-21_39_NC-Roy_2_NIR-08703
NIR-08702,16,2021,LU 6 Early-21,CAS,39,NC-Roy,1,2021_CAS_LU 6 Early-21_39_NC-Roy_1_NIR-08702
NIR-08701,61,2021,LU 6 Early-21,CAS,38,NC-Dilday,2,2021_CAS_LU 6 Early-21_38_NC-Dilday_2_NIR-08701
NIR-08700,29,2021,LU 6 Early-21,CAS,38,NC-Dilday,1,2021_CAS_LU 6 Early-21_38_NC-Dilday_1_NIR-08700
NIR-08699,44,2021,LU 6 Early-21,CAS,37,Dunphy,2,2021_CAS_LU 6 Early-21_37_Dunphy_2_NIR-08699
NIR-08698,25,2021,LU 6 Early-21,CAS,37,Dunphy,1,2021_CAS_LU 6 Early-21_37_Dunphy_1_NIR-08698
NIR-08697,70,2021,LU 6 Early-21,CAS,36,N19-0805-2,2,2021_CAS_LU 6 Early-21_36_N19-0805-2_2_NIR-08697
NIR-08696,35,2021,LU 6 Early-21,CAS,36,N19-0805-2,1,2021_CAS_LU 6 Early-21_36_N19-0805-2_1_NIR-08696
NIR-08695,47,2021,LU 6 Early-21,CAS,35,N19-1445,2,2021_CAS_LU 6 Early-21_35_N19-1445_2_NIR-08695
NIR-08694,26,2021,LU 6 Early-21,CAS,35,N19-1445,1,2021_CAS_LU 6 Early-21_35_N19-1445_1_NIR-08694
NIR-08693,51,2021,LU 6 Early-21,CAS,34,N19-1268,2,2021_CAS_LU 6 Early-21_34_N19-1268_2_NIR-08693
NIR-08692,6,2021,LU 6 Early-21,CAS,34,N19-1268,1,2021_CAS_LU 6 Early-21_34_N19-1268_1_NIR-08692
NIR-08691,76,2021,LU 6 Early-21,CAS,33,N19-1090,2,2021_CAS_LU 6 Early-21_33_N19-1090_2_NIR-08691
NIR-08690,34,2021,LU 6 Early-21,CAS,33,N19-1090,1,2021_CAS_LU 6 Early-21_33_N19-1090_1_NIR-08690
NIR-08689,77,2021,LU 6 Early-21,CAS,32,N19-1083,2,2021_CAS_LU 6 Early-21_32_N19-1083_2_NIR-08689
NIR-08688,2,2021,LU 6 Early-21,CAS,32,N19-1083,1,2021_CAS_LU 6 Early-21_32_N19-1083_1_NIR-08688
NIR-08687,62,2021,LU 6 Early-21,CAS,31,N19-1075,2,2021_CAS_LU 6 Early-21_31_N19-1075_2_NIR-08687
NIR-08686,11,2021,LU 6 Early-21,CAS,31,N19-1075,1,2021_CAS_LU 6 Early-21_31_N19-1075_1_NIR-08686
NIR-08685,57,2021,LU 6 Early-21,CAS,30,N19-1069,2,2021_CAS_LU 6 Early-21_30_N19-1069_2_NIR-08685
NIR-08684,15,2021,LU 6 Early-21,CAS,30,N19-1069,1,2021_CAS_LU 6 Early-21_30_N19-1069_1_NIR-08684
NIR-08683,50,2021,LU 6 Early-21,CAS,29,N19-0882,2,2021_CAS_LU 6 Early-21_29_N19-0882_2_NIR-08683
NIR-08682,5,2021,LU 6 Early-21,CAS,29,N19-0882,1,2021_CAS_LU 6 Early-21_29_N19-0882_1_NIR-08682
NIR-08681,60,2021,LU 6 Early-21,CAS,28,N19-0857,2,2021_CAS_LU 6 Early-21_28_N19-0857_2_NIR-08681
NIR-08680,37,2021,LU 6 Early-21,CAS,28,N19-0857,1,2021_CAS_LU 6 Early-21_28_N19-0857_1_NIR-08680
NIR-08679,64,2021,LU 6 Early-21,CAS,27,N19-0819,2,2021_CAS_LU 6 Early-21_27_N19-0819_2_NIR-08679
NIR-08678,22,2021,LU 6 Early-21,CAS,27,N19-0819,1,2021_CAS_LU 6 Early-21_27_N19-0819_1_NIR-08678
NIR-08677,69,2021,LU 6 Early-21,CAS,26,N19-0818,2,2021_CAS_LU 6 Early-21_26_N19-0818_2_NIR-08677
NIR-08676,8,2021,LU 6 Early-21,CAS,26,N19-0818,1,2021_CAS_LU 6 Early-21_26_N19-0818_1_NIR-08676
NIR-08675,43,2021,LU 6 Early-21,CAS,25,N19-0814,2,2021_CAS_LU 6 Early-21_25_N19-0814_2_NIR-08675
NIR-08674,30,2021,LU 6 Early-21,CAS,25,N19-0814,1,2021_CAS_LU 6 Early-21_25_N19-0814_1_NIR-08674
NIR-08673,79,2021,LU 6 Early-21,CAS,24,N19-0807,2,2021_CAS_LU 6 Early-21_24_N19-0807_2_NIR-08673
NIR-08672,20,2021,LU 6 Early-21,CAS,24,N19-0807,1,2021_CAS_LU 6 Early-21_24_N19-0807_1_NIR-08672
NIR-08671,66,2021,LU 6 Early-21,CAS,23,N19-0806,2,2021_CAS_LU 6 Early-21_23_N19-0806_2_NIR-08671
NIR-08670,10,2021,LU 6 Early-21,CAS,23,N19-0806,1,2021_CAS_LU 6 Early-21_23_N19-0806_1_NIR-08670
NIR-08669,78,2021,LU 6 Early-21,CAS,22,N19-0805,2,2021_CAS_LU 6 Early-21_22_N19-0805_2_NIR-08669
NIR-08668,40,2021,LU 6 Early-21,CAS,22,N19-0805,1,2021_CAS_LU 6 Early-21_22_N19-0805_1_NIR-08668
NIR-08667,67,2021,LU 6 Early-21,CAS,21,N19-0800,2,2021_CAS_LU 6 Early-21_21_N19-0800_2_NIR-08667
NIR-08666,38,2021,LU 6 Early-21,CAS,21,N19-0800,1,2021_CAS_LU 6 Early-21_21_N19-0800_1_NIR-08666
NIR-08665,80,2021,LU 6 Early-21,CAS,20,N19-0797,2,2021_CAS_LU 6 Early-21_20_N19-0797_2_NIR-08665
NIR-08664,36,2021,LU 6 Early-21,CAS,20,N19-0797,1,2021_CAS_LU 6 Early-21_20_N19-0797_1_NIR-08664
NIR-08663,53,2021,LU 6 Early-21,CAS,19,N19-0795,2,2021_CAS_LU 6 Early-21_19_N19-0795_2_NIR-08663
NIR-08662,14,2021,LU 6 Early-21,CAS,19,N19-0795,1,2021_CAS_LU 6 Early-21_19_N19-0795_1_NIR-08662
NIR-08661,68,2021,LU 6 Early-21,CAS,18,N19-0791,2,2021_CAS_LU 6 Early-21_18_N19-0791_2_NIR-08661
NIR-08660,4,2021,LU 6 Early-21,CAS,18,N19-0791,1,2021_CAS_LU 6 Early-21_18_N19-0791_1_NIR-08660
NIR-08659,74,2021,LU 6 Early-21,CAS,17,N19-0790,2,2021_CAS_LU 6 Early-21_17_N19-0790_2_NIR-08659
NIR-08658,28,2021,LU 6 Early-21,CAS,17,N19-0790,1,2021_CAS_LU 6 Early-21_17_N19-0790_1_NIR-08658
NIR-08657,46,2021,LU 6 Early-21,CAS,16,N19-0788,2,2021_CAS_LU 6 Early-21_16_N19-0788_2_NIR-08657
NIR-08656,19,2021,LU 6 Early-21,CAS,16,N19-0788,1,2021_CAS_LU 6 Early-21_16_N19-0788_1_NIR-08656
NIR-08655,41,2021,LU 6 Early-21,CAS,15,N19-0785,2,2021_CAS_LU 6 Early-21_15_N19-0785_2_NIR-08655
NIR-08654,33,2021,LU 6 Early-21,CAS,15,N19-0785,1,2021_CAS_LU 6 Early-21_15_N19-0785_1_NIR-08654
NIR-08653,65,2021,LU 6 Early-21,CAS,14,N19-0768,2,2021_CAS_LU 6 Early-21_14_N19-0768_2_NIR-08653
NIR-08652,17,2021,LU 6 Early-21,CAS,14,N19-0768,1,2021_CAS_LU 6 Early-21_14_N19-0768_1_NIR-08652
NIR-08651,45,2021,LU 6 Early-21,CAS,13,N19-0756,2,2021_CAS_LU 6 Early-21_13_N19-0756_2_NIR-08651
NIR-08650,21,2021,LU 6 Early-21,CAS,13,N19-0756,1,2021_CAS_LU 6 Early-21_13_N19-0756_1_NIR-08650
NIR-08649,71,2021,LU 6 Early-21,CAS,12,N19-0542,2,2021_CAS_LU 6 Early-21_12_N19-0542_2_NIR-08649
NIR-08648,39,2021,LU 6 Early-21,CAS,12,N19-0542,1,2021_CAS_LU 6 Early-21_12_N19-0542_1_NIR-08648
NIR-08647,49,2021,LU 6 Early-21,CAS,11,N19-0495,2,2021_CAS_LU 6 Early-21_11_N19-0495_2_NIR-08647
NIR-08646,31,2021,LU 6 Early-21,CAS,11,N19-0495,1,2021_CAS_LU 6 Early-21_11_N19-0495_1_NIR-08646
NIR-08645,42,2021,LU 6 Early-21,CAS,10,N19-0487,2,2021_CAS_LU 6 Early-21_10_N19-0487_2_NIR-08645
NIR-08644,1,2021,LU 6 Early-21,CAS,10,N19-0487,1,2021_CAS_LU 6 Early-21_10_N19-0487_1_NIR-08644
NIR-08643,73,2021,LU 6 Early-21,CAS,9,N19-0485,2,2021_CAS_LU 6 Early-21_9_N19-0485_2_NIR-08643
NIR-08642,3,2021,LU 6 Early-21,CAS,9,N19-0485,1,2021_CAS_LU 6 Early-21_9_N19-0485_1_NIR-08642
NIR-08641,75,2021,LU 6 Early-21,CAS,8,N19-0471,2,2021_CAS_LU 6 Early-21_8_N19-0471_2_NIR-08641
NIR-08640,32,2021,LU 6 Early-21,CAS,8,N19-0471,1,2021_CAS_LU 6 Early-21_8_N19-0471_1_NIR-08640
NIR-08639,59,2021,LU 6 Early-21,CAS,7,N19-0468,2,2021_CAS_LU 6 Early-21_7_N19-0468_2_NIR-08639
NIR-08638,18,2021,LU 6 Early-21,CAS,7,N19-0468,1,2021_CAS_LU 6 Early-21_7_N19-0468_1_NIR-08638
NIR-08637,63,2021,LU 6 Early-21,CAS,6,N19-0460,2,2021_CAS_LU 6 Early-21_6_N19-0460_2_NIR-08637
NIR-08636,9,2021,LU 6 Early-21,CAS,6,N19-0460,1,2021_CAS_LU 6 Early-21_6_N19-0460_1_NIR-08636
NIR-08635,56,2021,LU 6 Early-21,CAS,5,N19-0452,2,2021_CAS_LU 6 Early-21_5_N19-0452_2_NIR-08635
NIR-08634,12,2021,LU 6 Early-21,CAS,5,N19-0452,1,2021_CAS_LU 6 Early-21_5_N19-0452_1_NIR-08634
NIR-08633,72,2021,LU 6 Early-21,CAS,4,N19-0415,2,2021_CAS_LU 6 Early-21_4_N19-0415_2_NIR-08633
NIR-08632,13,2021,LU 6 Early-21,CAS,4,N19-0415,1,2021_CAS_LU 6 Early-21_4_N19-0415_1_NIR-08632
NIR-08631,52,2021,LU 6 Early-21,CAS,3,N19-0376,2,2021_CAS_LU 6 Early-21_3_N19-0376_2_NIR-08631
NIR-08630,7,2021,LU 6 Early-21,CAS,3,N19-0376,1,2021_CAS_LU 6 Early-21_3_N19-0376_1_NIR-08630
NIR-08629,54,2021,LU 6 Early-21,CAS,2,N19-0226,2,2021_CAS_LU 6 Early-21_2_N19-0226_2_NIR-08629
NIR-08628,27,2021,LU 6 Early-21,CAS,2,N19-0226,1,2021_CAS_LU 6 Early-21_2_N19-0226_1_NIR-08628
NIR-08627,48,2021,LU 6 Early-21,CAS,1,N19-0115,2,2021_CAS_LU 6 Early-21_1_N19-0115_2_NIR-08627
NIR-08626,23,2021,LU 6 Early-21,CAS,1,N19-0115,1,2021_CAS_LU 6 Early-21_1_N19-0115_1_NIR-08626
NIR-08785,57,2021,LU 6 Early-21,PLY,40,USDA-N6005,2,2021_PLY_LU 6 Early-21_40_USDA-N6005_2_NIR-08785
NIR-08784,18,2021,LU 6 Early-21,PLY,40,USDA-N6005,1,2021_PLY_LU 6 Early-21_40_USDA-N6005_1_NIR-08784
NIR-08783,66,2021,LU 6 Early-21,PLY,39,NC-Roy,2,2021_PLY_LU 6 Early-21_39_NC-Roy_2_NIR-08783
NIR-08782,39,2021,LU 6 Early-21,PLY,39,NC-Roy,1,2021_PLY_LU 6 Early-21_39_NC-Roy_1_NIR-08782
NIR-08781,69,2021,LU 6 Early-21,PLY,38,NC-Dilday,2,2021_PLY_LU 6 Early-21_38_NC-Dilday_2_NIR-08781
NIR-08780,9,2021,LU 6 Early-21,PLY,38,NC-Dilday,1,2021_PLY_LU 6 Early-21_38_NC-Dilday_1_NIR-08780
NIR-08779,44,2021,LU 6 Early-21,PLY,37,Dunphy,2,2021_PLY_LU 6 Early-21_37_Dunphy_2_NIR-08779
NIR-08778,15,2021,LU 6 Early-21,PLY,37,Dunphy,1,2021_PLY_LU 6 Early-21_37_Dunphy_1_NIR-08778
NIR-08777,80,2021,LU 6 Early-21,PLY,36,N19-0805-2,2,2021_PLY_LU 6 Early-21_36_N19-0805-2_2_NIR-08777
NIR-08776,32,2021,LU 6 Early-21,PLY,36,N19-0805-2,1,2021_PLY_LU 6 Early-21_36_N19-0805-2_1_NIR-08776
NIR-08775,52,2021,LU 6 Early-21,PLY,35,N19-1445,2,2021_PLY_LU 6 Early-21_35_N19-1445_2_NIR-08775
NIR-08774,4,2021,LU 6 Early-21,PLY,35,N19-1445,1,2021_PLY_LU 6 Early-21_35_N19-1445_1_NIR-08774
NIR-08773,53,2021,LU 6 Early-21,PLY,34,N19-1268,2,2021_PLY_LU 6 Early-21_34_N19-1268_2_NIR-08773
NIR-08772,35,2021,LU 6 Early-21,PLY,34,N19-1268,1,2021_PLY_LU 6 Early-21_34_N19-1268_1_NIR-08772
NIR-08771,79,2021,LU 6 Early-21,PLY,33,N19-1090,2,2021_PLY_LU 6 Early-21_33_N19-1090_2_NIR-08771
NIR-08770,37,2021,LU 6 Early-21,PLY,33,N19-1090,1,2021_PLY_LU 6 Early-21_33_N19-1090_1_NIR-08770
NIR-08769,67,2021,LU 6 Early-21,PLY,32,N19-1083,2,2021_PLY_LU 6 Early-21_32_N19-1083_2_NIR-08769
NIR-08768,20,2021,LU 6 Early-21,PLY,32,N19-1083,1,2021_PLY_LU 6 Early-21_32_N19-1083_1_NIR-08768
NIR-08767,68,2021,LU 6 Early-21,PLY,31,N19-1075,2,2021_PLY_LU 6 Early-21_31_N19-1075_2_NIR-08767
NIR-08766,12,2021,LU 6 Early-21,PLY,31,N19-1075,1,2021_PLY_LU 6 Early-21_31_N19-1075_1_NIR-08766
NIR-08765,47,2021,LU 6 Early-21,PLY,30,N19-1069,2,2021_PLY_LU 6 Early-21_30_N19-1069_2_NIR-08765
NIR-08764,5,2021,LU 6 Early-21,PLY,30,N19-1069,1,2021_PLY_LU 6 Early-21_30_N19-1069_1_NIR-08764
NIR-08763,54,2021,LU 6 Early-21,PLY,29,N19-0882,2,2021_PLY_LU 6 Early-21_29_N19-0882_2_NIR-08763
NIR-08762,11,2021,LU 6 Early-21,PLY,29,N19-0882,1,2021_PLY_LU 6 Early-21_29_N19-0882_1_NIR-08762
NIR-08761,75,2021,LU 6 Early-21,PLY,28,N19-0857,2,2021_PLY_LU 6 Early-21_28_N19-0857_2_NIR-08761
NIR-08760,27,2021,LU 6 Early-21,PLY,28,N19-0857,1,2021_PLY_LU 6 Early-21_28_N19-0857_1_NIR-08760
NIR-08759,73,2021,LU 6 Early-21,PLY,27,N19-0819,2,2021_PLY_LU 6 Early-21_27_N19-0819_2_NIR-08759
NIR-08758,26,2021,LU 6 Early-21,PLY,27,N19-0819,1,2021_PLY_LU 6 Early-21_27_N19-0819_1_NIR-08758
NIR-08757,45,2021,LU 6 Early-21,PLY,26,N19-0818,2,2021_PLY_LU 6 Early-21_26_N19-0818_2_NIR-08757
NIR-08756,23,2021,LU 6 Early-21,PLY,26,N19-0818,1,2021_PLY_LU 6 Early-21_26_N19-0818_1_NIR-08756
NIR-08755,71,2021,LU 6 Early-21,PLY,25,N19-0814,2,2021_PLY_LU 6 Early-21_25_N19-0814_2_NIR-08755
NIR-08754,19,2021,LU 6 Early-21,PLY,25,N19-0814,1,2021_PLY_LU 6 Early-21_25_N19-0814_1_NIR-08754
NIR-08753,61,2021,LU 6 Early-21,PLY,24,N19-0807,2,2021_PLY_LU 6 Early-21_24_N19-0807_2_NIR-08753
NIR-08752,33,2021,LU 6 Early-21,PLY,24,N19-0807,1,2021_PLY_LU 6 Early-21_24_N19-0807_1_NIR-08752
NIR-08751,55,2021,LU 6 Early-21,PLY,23,N19-0806,2,2021_PLY_LU 6 Early-21_23_N19-0806_2_NIR-08751
NIR-08750,29,2021,LU 6 Early-21,PLY,23,N19-0806,1,2021_PLY_LU 6 Early-21_23_N19-0806_1_NIR-08750
NIR-08749,48,2021,LU 6 Early-21,PLY,22,N19-0805,2,2021_PLY_LU 6 Early-21_22_N19-0805_2_NIR-08749
NIR-08748,21,2021,LU 6 Early-21,PLY,22,N19-0805,1,2021_PLY_LU 6 Early-21_22_N19-0805_1_NIR-08748
NIR-08747,51,2021,LU 6 Early-21,PLY,21,N19-0800,2,2021_PLY_LU 6 Early-21_21_N19-0800_2_NIR-08747
